KHOI,CAP0,PRODUCT_CODE,CAP1,CAP2,CAP3,CAP4,CAP1_VN,CAP2_VN,CAP3_VN,CAP4_VN,TRANSACTION_DATE,SPKHCN,KHOI_CAP1,SP_KHCN
NHS,DU NO,22313,CV BĐS,CHO VAY MUA/THUE/THUE MUA/GOP VON NHA DU AN,CHO VAY MUA NHA DU AN,CHO VAY MUA NHA DU AN NOVALAND TREN APP MBBANK,Cho vay bất động sản,Cho vay mua/thuê/thuê mua/góp vốn nhà dự án,Cho vay mua nhà dự án,Cho vay mua nhà dự án NOVALAND trên App MBBANK,2022-03-09 00:00:00.0000000,CV TD TSDB,NHS,CV TD TSDB
TCKT,,21161,CHO VAY,,,,Cho vay,SXKD,CV SXKD quay vòng,Cho vay SXKD ưu đãi đối với KHCN,2023-07-26 00:00:00.0000000,,,
TCKT,,21111,CHO VAY,,,,Cho vay,SXKD,CV SXKD quay vòng,"Cho vay cá nhân, hộ gia đình sản xuất kinh doanh",2023-07-26 00:00:00.0000000,,,
CIB,HUY_DONG,11111,TAI KHOAN THANH TOAN,TAI KHOAN THANH TOAN,TAI KHOAN THANH TOAN,TAI KHOAN THANH TOAN THONG THUONG,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán thông thường,2021-01-01 00:00:00.0000000,,,
INDIV,HDV&TT,11111,TKTT,TAI KHOAN THANH TOAN,TAI KHOAN THANH TOAN,TAI KHOAN THANH TOAN THONG THUONG,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán thông thường,2022-03-09 00:00:00.0000000,TKTT,INDIV,TKTT
TCKT,,11111,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,Tài khoản thanh toán thông thường,2023-07-26 00:00:00.0000000,,,
SME,HUY_DONG,11111,TAI KHOAN THANH TOAN,TAI KHOAN THANH TOAN,TAI KHOAN THANH TOAN,TAI KHOAN THANH TOAN THONG THUONG,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán thông thường,2021-01-01 00:00:00.0000000,,,
TOAN_HANG,,11111,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán thông thường,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán thông thường,2021-01-01 00:00:00.0000000,,,
TCKT,,118114,THE TIN DUNG,,,,Thẻ tín dụng,Phat hanh moi,Thẻ tín dụng phát hành mới hạng Classic,Thẻ JCB Sakura phát hành mới hạng Classic,2023-07-26 00:00:00.0000000,,,
CIB,DU_NO,53211,CHO VAY DAU TU TSCD VA DU AN,CHO VAY DAU TU DU AN,DAU TU DU AN THONG THUONG,CHO VAY TDH DAU TU TSCD THONG THUONG,,Cho vay đầu tư dự án,Đầu tư dự án thông thường,Cho vay TDH đầu tư TSCĐ thông thường,2021-01-01 00:00:00.0000000,,,
TCKT,,11711,THE TRA TRUOC,,,,Thẻ trả trước,The tra truoc,Thẻ trả trước NewPlus,Thẻ trả trước NewPlus,2023-07-26 00:00:00.0000000,,,
TCKT,,21313,CHO VAY,,,,Cho vay,CV Nhà dự án,CV Nhà dự án,"Cho vay mua căn hộ, nhà, đất dự án để kinh doanh",2023-07-26 00:00:00.0000000,,,
SME,DU_NO,53211,CHO VAY DAU TU TSCD VA DU AN,CHO VAY DAU TU DU AN,DAU TU DU AN THONG THUONG,CHO VAY TDH DAU TU TSCD THONG THUONG,Cho vay đầu tư TSCĐ và dự án,Cho vay đầu tư dự án,Đầu tư dự án thông thường,Cho vay TDH đầu tư TSCĐ thông thường,2021-01-01 00:00:00.0000000,,,
INDIV,DU NO,21313,CV BĐS,CHO VAY MUA/THUE/THUE MUA/GOP VON NHA DU AN,CHO VAY MUA NHA DU AN,"CHO VAY MUA CAN HO, NHA, DAT DU AN DE KINH DOANH ",Cho vay bất động sản,Cho vay mua/thuê/thuê mua/góp vốn nhà dự án,Cho vay mua nhà dự án,"Cho vay mua căn hộ, nhà, đất dự án để kinh doanh ",2022-03-09 00:00:00.0000000,CV NHA DU AN,INDIV,CV NHA DU AN
TCKT,,12321,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn,Tiết kiệm Nhân An 2,2023-07-26 00:00:00.0000000,,,
TOAN_HANG,,12321,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm Nhân An 2,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm Nhân An 2,2021-01-01 00:00:00.0000000,,,
INDIV,HDV&TT,12321,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIET KIEM NHAN AN 2,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm Nhân An 2,2022-03-09 00:00:00.0000000,TKTK/TGCKH,INDIV,TKTK/TGCKH
TCKT,,12413,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn,Tiết kiệm lãi suất thả nổi,2023-07-26 00:00:00.0000000,,,
TCKT,,165,USER KYC LEVEL3,,,,User KYC level3,User KYC level3,User KYC level3,User KYC level3,2023-07-26 00:00:00.0000000,,,
SME,DU_NO,52111,CHO VAY BAT BUOC,CHO VAY BAT BUOC,CHO VAY BAT BUOC,CHO VAY BAT BUOC PHAT SINH TU NGHIA VU BAO LANH,Cho vay bắt buộc,Cho vay bắt buộc,Cho vay bắt buộc,Cho vay bắt buộc phát sinh từ nghĩa vụ bảo lãnh,2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,52111,CHO VAY BAT BUOC,CHO VAY BAT BUOC,CHO VAY BAT BUOC,CHO VAY BAT BUOC PHAT SINH TU NGHIA VU BAO LANH,,Cho vay bắt buộc,Cho vay bắt buộc,Cho vay bắt buộc phát sinh từ nghĩa vụ bảo lãnh,2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,53117,CHO VAY DAU TU TSCD VA DU AN,CHO VAY MUA PHUONG TIEN VAN TAI,CHO VAY MUA PTVT KHAC,CHO VAY TDH DAU TU TSCD THONG THUONG,,Cho vay mua phương tiện vận tải,Cho vay mua PTVT khác,Cho vay TDH đầu tư TSCĐ thông thường,2021-01-01 00:00:00.0000000,,,
SME,DU_NO,53117,CHO VAY DAU TU TSCD VA DU AN,CHO VAY MUA PHUONG TIEN VAN TAI,CHO VAY MUA PTVT KHAC,CHO VAY TDH DAU TU TSCD THONG THUONG,Cho vay đầu tư TSCĐ và dự án,Cho vay mua phương tiện vận tải,Cho vay mua PTVT khác,Cho vay TDH đầu tư TSCĐ thông thường,2021-01-01 00:00:00.0000000,,,
TCKT,,25152,CHO VAY,,,,Cho vay,CV STK,CV STK,Cho vay cam co CTCG mo tai quay tren App SP SO,2023-07-26 00:00:00.0000000,,,
TCKT,,61913,DOANH THU KHAC,,,,Doanh thu khác,,Doanh thu phí sản phẩm khác,Dịch vụ cho thuê két sắt an toàn,2023-07-26 00:00:00.0000000,,,
NHS,DU NO,25152,CV TIEU DUNG,CHO VAY TIEU DUNG CO TSDB,VAY CAM CO TIEN GUI TIET KIEM,VAY CAM CO TIEN GUI TIET KIEM,Cho vay tiêu dùng,Cho vay tiêu dùng có TSĐB,Vay cầm cố tiền gửi tiết kiệm,Vay cầm cố tiền gửi tiết kiệm,2022-03-09 00:00:00.0000000,CV TD TSDB,NHS,CV TD TSDB
SME,BAO_LANH,31251,BAO LANH,BAO LANH,BAO LANH THUC HIEN HOP DONG,BAO LANH NHA O HT TRONG TUONG LAI,Bảo lãnh,Bảo lãnh,Bảo lãnh thực hiện hợp đồng,Bảo lãnh nhà ở HT trong tương lai,2021-01-01 00:00:00.0000000,,,
INDIV,BAO LANH,31141,BAO LANH,BAO LANH,BAO LANH THANH TOAN,BAO LANH THANH TOAN,Bảo lãnh,Bảo lãnh,Bảo lãnh thanh toán,Bảo lãnh thanh toán,2022-03-09 00:00:00.0000000,,INDIV,
SME,BAO_LANH,31141,BAO LANH,BAO LANH,BAO LANH THANH TOAN,BAO LANH THANH TOAN,Bảo lãnh,Bảo lãnh,Bảo lãnh thanh toán,Bảo lãnh thanh toán,2021-01-01 00:00:00.0000000,,,
CIB,BAO_LANH,31251,BAO LANH,BAO LANH,BAO LANH THUC HIEN HOP DONG,BAO LANH NHA O HT TRONG TUONG LAI,Bảo lãnh,Bảo lãnh,Bảo lãnh thực hiện hợp đồng,Bảo lãnh nhà ở HT trong tương lai,2021-01-01 00:00:00.0000000,,,
CIB,BAO_LANH,31141,BAO LANH,BAO LANH,BAO LANH THANH TOAN,BAO LANH THANH TOAN,Bảo lãnh,Bảo lãnh,Bảo lãnh thanh toán,Bảo lãnh thanh toán,2021-01-01 00:00:00.0000000,,,
INDIV,HDV&TT,12126,TKTK/TGCKH,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TAI KHOAN TIET KIEM/TIEN GUI CO KY HAN,TIET KIEM MOBILE (QUA KENH INTERNET BANKING) SP SO,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tài khoản tiết kiệm/tiền gửi có kỳ hạn,Tiết kiệm Mobile (Qua kênh Internet banking) SP SO,2022-03-09 00:00:00.0000000,TKTK/TGCKH,INDIV,TKTK/TGCKH
TCKT,,51811,CHO VAY,,,,Cho vay,Thấu chi,CV Thấu chi TSĐB,Cho vay thấu chi HMTC vốn lưu động (có TSDB),2023-07-26 00:00:00.0000000,,,
SME,DU_NO,51811,CHO VAY VON LUU DONG,THAU CHI,THAU CHI,CHO VAY THAU CHI,Cho vay vốn lưu động,Thấu chi,Thấu chi,Cho vay thấu chi,2021-01-01 00:00:00.0000000,,,
TCKT,,21112,CHO VAY,,,,Cho vay,SXKD,CV SXKD quay vòng,Cho vay bo sung VLD theo mon ngan han,2023-07-26 00:00:00.0000000,,,
TCKT,,61231,DOANH THU KHAC,,,,Doanh thu khác,,Doanh thu phí sản phẩm khác,Liên kết phân phối chứng chỉ quỹ mở,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,21112,CV SXKD,CHO VAY SAN XUAT KINH DOANH THONG THUONG CO TSDB,CHO VAY BO SUNG VON LUU DONG ,CHO VAY BO SUNG VLD THEO MON NGAN HAN,Cho vay sản xuất kinh doanh,Cho vay sản xuất kinh doanh thông thường có TSĐB,Cho vay bổ sung vốn lưu động ,Cho vay bổ sung VLĐ theo món ngắn hạn,2022-03-09 00:00:00.0000000,CV SXKD,INDIV,CV SXKD
CIB,DU_NO,51811,CHO VAY VON LUU DONG,THAU CHI,THAU CHI,CHO VAY THAU CHI,,Thấu chi,Thấu chi,Cho vay thấu chi,2021-01-01 00:00:00.0000000,,,
TCKT,,164,CHO VAY,,,,Cho vay,Điểm trừ PDTD,Điểm trừ PDTD,Điểm trừ không đạt tỷ lệ XMTT luồng PDTD,2023-07-26 00:00:00.0000000,,,
NHS,HDV&TT,11113,TKTT,TAI KHOAN THANH TOAN,TAI KHOAN THANH TOAN,TAI KHOAN THANH TOAN KH SU DUNG SP SO,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán,Tai khoan thanh toan KH sử dụng SP số,2022-03-09 00:00:00.0000000,TKTT,NHS,TKTT
TOAN_HANG,,11113,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán,Tai khoan thanh toan KH sử dụng SP số,Tài khoản thanh toán,Tài khoản thanh toán,Tài khoản thanh toán,Tai khoan thanh toan KH sử dụng SP số,2021-01-01 00:00:00.0000000,,,
TCKT,,11113,HUY DONG,,,,Huy động,Huy động không kỳ hạn,Huy động không kỳ hạn,TK thanh toan KH su dung SP SO,2023-07-26 00:00:00.0000000,,,
INDIV,HDV&TT,11211,TKTT,TAI KHOAN KY QUY VA CHUYEN DUNG,TAI KHOAN KY QUY,TAI KHOAN KY QUY,Tài khoản thanh toán,Tài khoản ký quỹ và chuyên dùng,Tài khoản ký quỹ,Tài khoản ký quỹ,2022-03-09 00:00:00.0000000,TKTT,INDIV,TKTT
CIB,HUY_DONG,11211,TAI KHOAN THANH TOAN,TAI KHOAN KY QUY VA CHUYEN DUNG,TAI KHOAN KY QUY,TAI KHOAN KY QUY,Tài khoản thanh toán,Tài khoản ký quỹ và chuyên dùng,Tài khoản ký quỹ,Tài khoản ký quỹ,2021-01-01 00:00:00.0000000,,,
SME,HUY_DONG,11211,TAI KHOAN THANH TOAN,TAI KHOAN KY QUY VA CHUYEN DUNG,TAI KHOAN KY QUY,TAI KHOAN KY QUY,Tài khoản thanh toán,Tài khoản ký quỹ và chuyên dùng,Tài khoản ký quỹ,Tài khoản ký quỹ,2021-01-01 00:00:00.0000000,,,
TOAN_HANG,,11211,Tài khoản thanh toán,Tài khoản ký quỹ và chuyên dùng,Tài khoản ký quỹ,Tài khoản ký quỹ,Tài khoản thanh toán,Tài khoản ký quỹ và chuyên dùng,Tài khoản ký quỹ,Tài khoản ký quỹ,2021-01-01 00:00:00.0000000,,,
SME,DU_NO,52151,CHO VAY BAT BUOC,CHO VAY BAT BUOC,CHO VAY BAT BUOC,CHO VAY BAT BUOC PHAT SINH TU LC NHAP KHAU TRA CHAM,Cho vay bắt buộc,Cho vay bắt buộc,Cho vay bắt buộc,Cho vay bắt buộc phát sinh từ LC nhập khẩu trả chậm,2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,52151,CHO VAY BAT BUOC,CHO VAY BAT BUOC,CHO VAY BAT BUOC,CHO VAY BAT BUOC PHAT SINH TU LC NHAP KHAU TRA CHAM,,Cho vay bắt buộc,Cho vay bắt buộc,Cho vay bắt buộc phát sinh từ LC nhập khẩu trả chậm,2021-01-01 00:00:00.0000000,,,
NHS,DU NO,21218,CV TIEU DUNG,CHO VAY TIEU DUNG KHONG CO TSDB,CHO VAY THAU CHI TIEU DUNG KHONG CO TSDB,CHO VAY SIEU NHANH DANH CHO KHACH HANG ECO,Cho vay tiêu dùng,Cho vay tiêu dùng không có TSĐB,Cho vay thấu chi tiêu dùng không có TSĐB,Cho vay siêu nhanh dành cho khách hàng eco,2022-03-09 00:00:00.0000000,CV TIN CHAP,NHS,CV TIN CHAP
SME,DU_NO,51611,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG THONG THUONG,"CHO VAY VON LUU DONG LINH HOAT PHAN KHUC VUA, NHO",Cho vay vốn lưu động,Cho vay vốn lưu động,Cho vay vốn lưu động thông thường,"Cho vay vốn lưu động linh hoạt phân khúc vừa, nhỏ",2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,51611,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG,CHO VAY VON LUU DONG THONG THUONG,"CHO VAY VON LUU DONG LINH HOAT PHAN KHUC VUA, NHO",,Cho vay vốn lưu động,Cho vay vốn lưu động thông thường,"Cho vay vốn lưu động linh hoạt phân khúc vừa, nhỏ",2021-01-01 00:00:00.0000000,,,
TCKT,,16666,KIEU HOI,,,,Kiều hối,KDNT,Loi nhuan kinh doanh ngoai te,Loi nhuan kinh doanh ngoai te,2023-07-26 00:00:00.0000000,,,
TCKT,,118214,THE TIN DUNG,,,,Thẻ tín dụng,Phat hanh moi,Thẻ tín dụng phát hành mới hạng Classic,Thẻ tín dụng quốc tế VISA phát hành mới hạng Classic,2023-07-26 00:00:00.0000000,,,
SME,HUY_DONG,11591,TAI KHOAN THANH TOAN,THE GHI NO DANH CHO KHCN,THE GHI NO NOI DIA DANH CHO KHDN,THE GHI NO NOI DIA DOANH NGHIEP BUSINESS,Tài khoản thanh toán,Thẻ ghi nợ dành cho KHCN,Thẻ ghi nợ nội địa dành cho KHDN,Thẻ ghi nợ nội địa doanh nghiệp Business,2021-01-01 00:00:00.0000000,,,
CIB,HUY_DONG,11591,TAI KHOAN THANH TOAN,THE GHI NO DANH CHO KHCN,THE GHI NO NOI DIA DANH CHO KHDN,THE GHI NO NOI DIA DOANH NGHIEP BUSINESS,Tài khoản thanh toán,Thẻ ghi nợ dành cho KHCN,Thẻ ghi nợ nội địa dành cho KHDN,Thẻ ghi nợ nội địa doanh nghiệp Business,2021-01-01 00:00:00.0000000,,,
TCKT,,16411,KIEU HOI,,,,Kiều hối,DS Chiều về ,Chuyển tiền kiều hối trực tuyến (chua ps),Chuyển tiền kiều hối trực tuyến (chua ps),2023-07-26 00:00:00.0000000,,,
TOAN_HANG,,11591,Tài khoản thanh toán,Thẻ ghi nợ dành cho KHDN,Thẻ ghi nợ nội địa dành cho KHDN,Thẻ ghi nợ nội địa doanh nghiệp Business,Tài khoản thanh toán,Thẻ ghi nợ dành cho KHDN,Thẻ ghi nợ nội địa dành cho KHDN,Thẻ ghi nợ nội địa doanh nghiệp Business,2021-01-01 00:00:00.0000000,,,
TCKT,,118213,THE TIN DUNG,,,,Thẻ tín dụng,Phat hanh moi,Thẻ tín dụng phát hành mới hạng Gold,Thẻ tín dụng quốc tế VISA phát hành mới hạng Gold,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,21214,CV SXKD,CHO VAY SAN XUAT KINH DOANH THONG THUONG KHONG CO TSDB (TIN CHAP),CHO VAY SAN XUAT KINH DOANH THONG THUONG KHONG CO TSDB (TIN CHAP),CHO VAY BO SUNG VLD THEO HAN MUC - KHONG TSBD,Cho vay sản xuất kinh doanh,Cho vay sản xuất kinh doanh thông thường KHÔNG có TSĐB (tín chấp),Cho vay sản xuất kinh doanh thông thường KHÔNG có TSĐB (tín chấp),Cho vay bổ sung VLĐ theo hạn mức - không TSBĐ,2022-03-09 00:00:00.0000000,CV SXKD,INDIV,CV SXKD
TCKT,,21214,CHO VAY,,,,Cho vay,SXKD,CV SXKD quay vòng,Cho vay bo sung VLD theo han muc - khong TSDB,2023-07-26 00:00:00.0000000,,,
TCKT,,29231,CHO VAY,,,,Cho vay,Thấu chi,CV Thấu chi không TSĐB,Cho vay rut von nhanh khong co TSDB,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,29231,CV TIEU DUNG,CHO VAY TIEU DUNG KHONG CO TSDB,CHO VAY RUT VON NHANH KHONG CO TSDB,CHO VAY RUT VON NHANH KHONG CO TSDB,Cho vay tiêu dùng,Cho vay tiêu dùng không có TSĐB,Cho vay rút vốn nhanh không có TSĐB,Cho vay rút vốn nhanh không có TSĐB,2022-03-09 00:00:00.0000000,CV TIN CHAP,INDIV,CV TIN CHAP
INDIV,DU NO,22321,CV BĐS,CHO VAY MUA/THUE/THUE MUA/GOP VON NHA DU AN,CHO VAY MUA NHA DU AN,"CHO VAY MUA CAN HO, NHA, DAT DU AN DE O",Cho vay bất động sản,Cho vay mua/thuê/thuê mua/góp vốn nhà dự án,Cho vay mua nhà dự án,"Cho vay mua căn hộ, nhà, đất dự án để ở",2022-03-09 00:00:00.0000000,CV NHA DU AN,INDIV,CV NHA DU AN
TCKT,,22321,CHO VAY,,,,Cho vay,CV Nhà dự án,CV Nhà dự án,"Cho vay mua căn hộ, nhà, đất dự án",2023-07-26 00:00:00.0000000,,,
CIB,DU_NO,53114,CHO VAY DAU TU TSCD VA DU AN,CHO VAY MUA PHUONG TIEN VAN TAI,CHO VAY MUA O TO DI LAI,CHO VAY MUA O TO MOI,,Cho vay mua phương tiện vận tải,Cho vay mua ô tô đi lại,Cho vay mua ô tô mới,2021-01-01 00:00:00.0000000,,,
SME,DU_NO,53114,CHO VAY DAU TU TSCD VA DU AN,CHO VAY MUA PHUONG TIEN VAN TAI,CHO VAY MUA O TO DI LAI,CHO VAY MUA O TO MOI,Cho vay đầu tư TSCĐ và dự án,Cho vay mua phương tiện vận tải,Cho vay mua ô tô đi lại,Cho vay mua ô tô mới,2021-01-01 00:00:00.0000000,,,
TOAN_HANG,,13114,Tài khoản thẻ trả trước,TK thẻ trả trước,TK thẻ trả trước,TK thẻ trả trước SP SO,Tài khoản thẻ trả trước,TK thẻ trả trước,TK thẻ trả trước,TK thẻ trả trước SP SO,2021-01-01 00:00:00.0000000,,,
NHS,HDV&TT,13114,TAI KHOAN THE TRA TRUOC,TK THE TRA TRUOC,TK THE TRA TRUOC,TK THE TRA TRUOC SP SO,Tài khoản thẻ trả trước,TK thẻ trả trước,TK thẻ trả trước,TK thẻ trả trước SP SO,2022-03-09 00:00:00.0000000,,NHS,
INDIV,"DAU TU, BAO HIEM, TU VAN, UY THAC DAI LY",62231,SAN PHAM LIEN KET VA UY THAC DAI LY BAO HIEM,DAI LY CUNG CAP SAN PHAM BAO HIEM PHI NHAN THO,BAO HIEM CHAY NO,BAO HIEM CHAY NO NHA CHUNG CU,Sản phẩm liên kết và ủy thác đại lý bảo hiểm,Đại lý cung cấp sản phẩm bảo hiểm phi nhân thọ,Bảo hiểm cháy nổ,Bảo hiểm cháy nổ nhà chung cư,2022-03-09 00:00:00.0000000,,INDIV,
SME,BAO_LANH,31142,BAO LANH,BAO LANH,BAO LANH CHO QUYET TOAN (CONG TRINH),BAO LANH CHO QUYET TOAN (CONG TRINH),Bảo lãnh,Bảo lãnh,Bảo lãnh chờ quyết toán (công trình),Bảo lãnh chờ quyết toán (công trình),2021-01-01 00:00:00.0000000,,,
NHS,DU NO,23213,CV TIEU DUNG,CHO VAY TIEU DUNG KHONG CO TSDB,CHO VAY MON TIEU DUNG KHONG CO TSDB,CHO VAY DAM BAO BANG LUONG CTTV MB QUA APP (VAY MON),Cho vay tiêu dùng,Cho vay tiêu dùng không có TSĐB,Cho vay món tiêu dùng không có TSĐB,Cho vay đảm bảo bằng lương CTTV MB qua APP (vay món),2022-03-09 00:00:00.0000000,CV TIN CHAP,NHS,CV TIN CHAP
CIB,BAO_LANH,31142,BAO LANH,BAO LANH,BAO LANH CHO QUYET TOAN (CONG TRINH),BAO LANH CHO QUYET TOAN (CONG TRINH),Bảo lãnh,Bảo lãnh,Bảo lãnh chờ quyết toán (công trình),Bảo lãnh chờ quyết toán (công trình),2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,51911,CHO VAY VON LUU DONG,BAO THANH TOAN,BAO THANH TOAN NOI DIA,BAO THANH TOAN NOI DIA,,Bao thanh toán,Bao thanh toán nội địa,Bao thanh toán nội địa,2021-01-01 00:00:00.0000000,,,
SME,DU_NO,51911,CHO VAY VON LUU DONG,BAO THANH TOAN,BAO THANH TOAN NOI DIA,BAO THANH TOAN NOI DIA,Cho vay vốn lưu động,Bao thanh toán,Bao thanh toán nội địa,Bao thanh toán nội địa,2021-01-01 00:00:00.0000000,,,
INDIV,"DAU TU, BAO HIEM, TU VAN, UY THAC DAI LY",61211,DICH VU TU VAN,TU VAN UY THAC DAU TU,TU VAN UY THAC DAU TU,TU VAN UY THAC DAU TU,Dịch vụ tư vấn,Tư vấn ủy thác đầu tư,Tư vấn ủy thác đầu tư,Tư vấn ủy thác đầu tư,2022-03-09 00:00:00.0000000,,INDIV,
TCKT,,61211,DOANH THU KHAC,,,,Doanh thu khác,,Doanh thu phí sản phẩm khác,Tư vấn ủy thác đầu tư,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,22411,CV KHAC,CHO VAY XUAT KHAU LAO DONG,CHO VAY XUAT KHAU LAO DONG,CHO VAY XUAT KHAU LAO DONG CO TSDB,Cho vay khác (không bao gồm thẻ TD),Cho vay xuất khẩu lao động,Cho vay xuất khẩu lao động,Cho vay xuất khẩu lao động có TSĐB,2022-03-09 00:00:00.0000000,CV KHAC,INDIV,CV KHAC
INDIV,"DAU TU, BAO HIEM, TU VAN, UY THAC DAI LY",61511,"SAN PHAM, DICH VU DAU TU",LIEN KET PHAN PHOI TRAI PHIEU DOANH NGHIEP,PHAN PHOI TRAI PHIEU DOANH NGHIEP MBS,PHAN PHOI TRAI PHIEU DOANH NGHIEP MBS THU CAP,"Sản phẩm, dịch vụ đầu tư",Liên kết phân phối trái phiếu doanh nghiệp,Phân phối trái phiếu doanh nghiệp MBS,Phân phối trái phiếu doanh nghiệp MBS thứ cấp,2022-03-09 00:00:00.0000000,,INDIV,
TCKT,,22411,CHO VAY,,,,Cho vay,CV Tiêu dùng TSĐB,CV Tiêu dùng TSĐB,Cho vay xuất khẩu lao động có TSĐB,2023-07-26 00:00:00.0000000,,,
CIB,DU_NO,55191,TAI TRO THUONG MAI,TAI TRO THUONG MAI - XUAT KHAU,CHIET KHAU BO CHUNG TU XUAT KHAU,HAN MUC LC AT SIGHT,,Tài trợ thương mại - xuất khẩu,Chiết khấu bộ chứng từ xuất khẩu,Han muc LC at sight,2021-01-01 00:00:00.0000000,,,
TCKT,,118113,THE TIN DUNG,,,,Thẻ tín dụng,Phat hanh moi,Thẻ tín dụng phát hành mới hạng Gold,Thẻ JCB Sakura phát hành mới hạng Gold,2023-07-26 00:00:00.0000000,,,
SME,DU_NO,55191,TAI TRO THUONG MAI,TAI TRO THUONG MAI - XUAT KHAU,CHIET KHAU BO CHUNG TU XUAT KHAU,HAN MUC LC AT SIGHT,Tài trợ thương mại,Tài trợ thương mại - xuất khẩu,Chiết khấu bộ chứng từ xuất khẩu,Han muc LC at sight,2021-01-01 00:00:00.0000000,,,
CIB,DU_NO,55161,TAI TRO THUONG MAI,TAI TRO THUONG MAI - XUAT KHAU,CHO VAY DUA TREN BO CHUNG TU TTR XUAT KHAU,CHO VAY DUA TREN BO CHUNG TU TTR XUAT KHAU,,Tài trợ thương mại - xuất khẩu,Cho vay dựa trên bộ chứng từ TTR xuất khẩu,Cho vay dựa trên bộ chứng từ TTR xuất khẩu,2021-01-01 00:00:00.0000000,,,
SME,DU_NO,55161,TAI TRO THUONG MAI,TAI TRO THUONG MAI - XUAT KHAU,CHO VAY DUA TREN BO CHUNG TU TTR XUAT KHAU,CHO VAY DUA TREN BO CHUNG TU TTR XUAT KHAU,Tài trợ thương mại,Tài trợ thương mại - xuất khẩu,Cho vay dựa trên bộ chứng từ TTR xuất khẩu,Cho vay dựa trên bộ chứng từ TTR xuất khẩu,2021-01-01 00:00:00.0000000,,,
TCKT,,22331,CHO VAY,,,,Cho vay,CV Nhà đất,CV Nhà đất,"Cho vay mua căn hộ, nhà, đất- Lực lượng vũ trang",2023-07-26 00:00:00.0000000,,,
TCKT,,262128,THE TIN DUNG,,,,Thẻ tín dụng,Gia han,Thẻ tín dụng gia hạn hạng Classic,Thẻ tín dụng quốc tế VINID gia hạn hạng Classic,2023-07-26 00:00:00.0000000,,,
INDIV,DU NO,21411,CV SXKD,CHO VAY SAN XUAT KINH DOANH THONG THUONG CO TSDB,CHO VAY BO SUNG VON LUU DONG ,CHO VAY THAU CHI/RUT VON NHANH SXKD,Cho vay sản xuất kinh doanh,Cho vay sản xuất kinh doanh thông thường có TSĐB,Cho vay bổ sung vốn lưu động ,Cho vay thấu chi/rút vốn nhanh SXKD,2022-03-09 00:00:00.0000000,CV SXKD,INDIV,CV SXKD
TCKT,,21411,CHO VAY,,,,Cho vay,Thấu chi,CV Thấu chi TSĐB,Cho vay thấu chi SXKD (TSĐB khác),2023-07-26 00:00:00.0000000,,,
TCKT,,262124,THE TIN DUNG,,,,Thẻ tín dụng,Phat hanh moi,Thẻ tín dụng phát hành mới hạng Classic,Thẻ tín dụng quốc tế VINID phát hành mới hạng Classic,2023-07-26 00:00:00.0000000,,,
TCKT,,12912,HUY DONG,,,,Huy động,Huy động có kỳ hạn,Huy động có kỳ hạn SP SO (KHCN trả),Chung chi tien gui CDs SP SO,2023-07-26 00:00:00.0000000,,,
